name;flow;Hm
KSB MegaNorm 25 150 124 3500;0,002159;1,636009467
KSB MegaNorm 25 150 124 3500;0,00216;1,636417981
KSB MegaNorm 25 150 124 3500;0,002161;1,636827103
KSB MegaNorm 25 150 124 3500;0,002162;1,637236834
KSB MegaNorm 25 150 124 3500;0,002163;1,637647175
KSB MegaNorm 25 150 124 3500;0,002164;1,638058127
KSB MegaNorm 25 150 124 3500;0,002165;1,638469689
KSB MegaNorm 25 150 124 3500;0,002166;1,638881864
KSB MegaNorm 25 150 124 3500;0,002167;1,639294651
KSB MegaNorm 25 150 124 3500;0,002168;1,639708051
KSB MegaNorm 25 150 124 3500;0,002169;1,640122066
KSB MegaNorm 25 150 124 3500;0,00217;1,640536696
KSB MegaNorm 25 150 124 3500;0,002171;1,640951942
KSB MegaNorm 25 150 124 3500;0,002172;1,641367804
KSB MegaNorm 25 150 124 3500;0,002173;1,641784284
KSB MegaNorm 25 150 124 3500;0,002174;1,642201381
KSB MegaNorm 25 150 124 3500;0,002175;1,642619098
KSB MegaNorm 25 150 124 3500;0,002176;1,643037433
KSB MegaNorm 25 150 124 3500;0,002177;1,643456389
KSB MegaNorm 25 150 124 3500;0,002178;1,643875967
KSB MegaNorm 25 150 124 3500;0,002179;1,644296166
KSB MegaNorm 25 150 124 3500;0,00218;1,644716987
KSB MegaNorm 25 150 124 3500;0,002181;1,645138432
KSB MegaNorm 25 150 124 3500;0,002182;1,645560501
KSB MegaNorm 25 150 124 3500;0,002183;1,645983195
KSB MegaNorm 25 150 124 3500;0,002184;1,646406515
KSB MegaNorm 25 150 124 3500;0,002185;1,64683046
KSB MegaNorm 25 150 124 3500;0,002186;1,647255033
KSB MegaNorm 25 150 124 3500;0,002187;1,647680234
KSB MegaNorm 25 150 124 3500;0,002188;1,648106064
KSB MegaNorm 25 150 124 3500;0,002189;1,648532522
KSB MegaNorm 25 150 124 3500;0,00219;1,648959611
KSB MegaNorm 25 150 124 3500;0,002191;1,649387331
KSB MegaNorm 25 150 124 3500;0,002192;1,649815683
KSB MegaNorm 25 150 124 3500;0,002193;1,650244667
KSB MegaNorm 25 150 124 3500;0,002194;1,650674284
KSB MegaNorm 25 150 124 3500;0,002195;1,651104535
KSB MegaNorm 25 150 124 3500;0,002196;1,651535421
KSB MegaNorm 25 150 124 3500;0,002197;1,651966942
KSB MegaNorm 25 150 124 3500;0,002198;1,6523991
KSB MegaNorm 25 150 124 3500;0,002199;1,652831894
KSB MegaNorm 25 150 124 3500;0,0022;1,653265326
KSB MegaNorm 25 150 124 3500;0,002201;1,653699397
KSB MegaNorm 25 150 124 3500;0,002202;1,654134107
KSB MegaNorm 25 150 124 3500;0,002203;1,654569456
KSB MegaNorm 25 150 124 3500;0,002204;1,655005447
KSB MegaNorm 25 150 124 3500;0,002205;1,655442079
KSB MegaNorm 25 150 124 3500;0,002206;1,655879353
KSB MegaNorm 25 150 124 3500;0,002207;1,656317271
KSB MegaNorm 25 150 124 3500;0,002208;1,656755832
KSB MegaNorm 25 150 124 3500;0,002209;1,657195038
KSB MegaNorm 25 150 124 3500;0,00221;1,657634889
KSB MegaNorm 25 150 124 3500;0,002211;1,658075386
KSB MegaNorm 25 150 124 3500;0,002212;1,65851653
KSB MegaNorm 25 150 124 3500;0,002213;1,658958321
KSB MegaNorm 25 150 124 3500;0,002214;1,659400761
KSB MegaNorm 25 150 124 3500;0,002215;1,65984385
KSB MegaNorm 25 150 124 3500;0,002216;1,660287588
KSB MegaNorm 25 150 124 3500;0,002217;1,660731978
KSB MegaNorm 25 150 124 3500;0,002218;1,661177018
KSB MegaNorm 25 150 124 3500;0,002219;1,661622711
KSB MegaNorm 25 150 124 3500;0,00222;1,662069057
KSB MegaNorm 25 150 124 3500;0,002221;1,662516056
KSB MegaNorm 25 150 124 3500;0,002222;1,66296371
KSB MegaNorm 25 150 124 3500;0,002223;1,663412018
KSB MegaNorm 25 150 124 3500;0,002224;1,663860983
KSB MegaNorm 25 150 124 3500;0,002225;1,664310604
KSB MegaNorm 25 150 124 3500;0,002226;1,664760883
KSB MegaNorm 25 150 124 3500;0,002227;1,66521182
KSB MegaNorm 25 150 124 3500;0,002228;1,665663416
KSB MegaNorm 25 150 124 3500;0,002229;1,666115672
KSB MegaNorm 25 150 124 3500;0,00223;1,666568588
KSB MegaNorm 25 150 124 3500;0,002231;1,667022165
KSB MegaNorm 25 150 124 3500;0,002232;1,667476404
KSB MegaNorm 25 150 124 3500;0,002233;1,667931306
KSB MegaNorm 25 150 124 3500;0,002234;1,668386871
KSB MegaNorm 25 150 124 3500;0,002235;1,668843101
KSB MegaNorm 25 150 124 3500;0,002236;1,669299995
KSB MegaNorm 25 150 124 3500;0,002237;1,669757556
KSB MegaNorm 25 150 124 3500;0,002238;1,670215783
KSB MegaNorm 25 150 124 3500;0,002239;1,670674677
KSB MegaNorm 25 150 124 3500;0,00224;1,671134239
KSB MegaNorm 25 150 124 3500;0,002241;1,67159447
KSB MegaNorm 25 150 124 3500;0,002242;1,67205537
KSB MegaNorm 25 150 124 3500;0,002243;1,672516941
KSB MegaNorm 25 150 124 3500;0,002244;1,672979182
KSB MegaNorm 25 150 124 3500;0,002245;1,673442096
KSB MegaNorm 25 150 124 3500;0,002246;1,673905682
KSB MegaNorm 25 150 124 3500;0,002247;1,674369942
KSB MegaNorm 25 150 124 3500;0,002248;1,674834875
KSB MegaNorm 25 150 124 3500;0,002249;1,675300483
KSB MegaNorm 25 150 124 3500;0,00225;1,675766767
KSB MegaNorm 25 150 124 3500;0,002251;1,676233728
KSB MegaNorm 25 150 124 3500;0,002252;1,676701365
KSB MegaNorm 25 150 124 3500;0,002253;1,67716968
KSB MegaNorm 25 150 124 3500;0,002254;1,677638674
KSB MegaNorm 25 150 124 3500;0,002255;1,678108348
KSB MegaNorm 25 150 124 3500;0,002256;1,678578701
KSB MegaNorm 25 150 124 3500;0,002257;1,679049735
KSB MegaNorm 25 150 124 3500;0,002258;1,679521451
KSB MegaNorm 25 150 124 3500;0,002259;1,67999385
KSB MegaNorm 25 150 124 3500;0,00226;1,680466931
KSB MegaNorm 25 150 124 3500;0,002261;1,680940697
KSB MegaNorm 25 150 124 3500;0,002262;1,681415147
KSB MegaNorm 25 150 124 3500;0,002263;1,681890282
KSB MegaNorm 25 150 124 3500;0,002264;1,682366104
KSB MegaNorm 25 150 124 3500;0,002265;1,682842613
KSB MegaNorm 25 150 124 3500;0,002266;1,683319809
KSB MegaNorm 25 150 124 3500;0,002267;1,683797694
KSB MegaNorm 25 150 124 3500;0,002268;1,684276269
KSB MegaNorm 25 150 124 3500;0,002269;1,684755533
KSB MegaNorm 25 150 124 3500;0,00227;1,685235488
KSB MegaNorm 25 150 124 3500;0,002271;1,685716134
KSB MegaNorm 25 150 124 3500;0,002272;1,686197473
KSB MegaNorm 25 150 124 3500;0,002273;1,686679504
KSB MegaNorm 25 150 124 3500;0,002274;1,68716223
KSB MegaNorm 25 150 124 3500;0,002275;1,68764565
KSB MegaNorm 25 150 124 3500;0,002276;1,688129765
KSB MegaNorm 25 150 124 3500;0,002277;1,688614576
KSB MegaNorm 25 150 124 3500;0,002278;1,689100084
KSB MegaNorm 25 150 124 3500;0,002279;1,68958629
KSB MegaNorm 25 150 124 3500;0,00228;1,690073194
KSB MegaNorm 25 150 124 3500;0,002281;1,690560797
KSB MegaNorm 25 150 124 3500;0,002282;1,6910491
KSB MegaNorm 25 150 124 3500;0,002283;1,691538103
KSB MegaNorm 25 150 124 3500;0,002284;1,692027808
KSB MegaNorm 25 150 124 3500;0,002285;1,692518215
KSB MegaNorm 25 150 124 3500;0,002286;1,693009325
KSB MegaNorm 25 150 124 3500;0,002287;1,693501138
KSB MegaNorm 25 150 124 3500;0,002288;1,693993656
KSB MegaNorm 25 150 124 3500;0,002289;1,694486879
KSB MegaNorm 25 150 124 3500;0,00229;1,694980807
KSB MegaNorm 25 150 124 3500;0,002291;1,695475443
KSB MegaNorm 25 150 124 3500;0,002292;1,695970786
KSB MegaNorm 25 150 124 3500;0,002293;1,696466837
KSB MegaNorm 25 150 124 3500;0,002294;1,696963597
KSB MegaNorm 25 150 124 3500;0,002295;1,697461066
KSB MegaNorm 25 150 124 3500;0,002296;1,697959246
KSB MegaNorm 25 150 124 3500;0,002297;1,698458137
KSB MegaNorm 25 150 124 3500;0,002298;1,698957741
KSB MegaNorm 25 150 124 3500;0,002299;1,699458056
KSB MegaNorm 25 150 124 3500;0,0023;1,699959086
KSB MegaNorm 25 150 124 3500;0,002301;1,700460829
KSB MegaNorm 25 150 124 3500;0,002302;1,700963288
KSB MegaNorm 25 150 124 3500;0,002303;1,701466462
KSB MegaNorm 25 150 124 3500;0,002304;1,701970353
KSB MegaNorm 25 150 124 3500;0,002305;1,702474961
KSB MegaNorm 25 150 124 3500;0,002306;1,702980287
KSB MegaNorm 25 150 124 3500;0,002307;1,703486332
KSB MegaNorm 25 150 124 3500;0,002308;1,703993096
KSB MegaNorm 25 150 124 3500;0,002309;1,704500581
KSB MegaNorm 25 150 124 3500;0,00231;1,705008786
KSB MegaNorm 25 150 124 3500;0,002311;1,705517714
KSB MegaNorm 25 150 124 3500;0,002312;1,706027364
KSB MegaNorm 25 150 124 3500;0,002313;1,706537737
KSB MegaNorm 25 150 124 3500;0,002314;1,707048834
KSB MegaNorm 25 150 124 3500;0,002315;1,707560657
KSB MegaNorm 25 150 124 3500;0,002316;1,708073204
KSB MegaNorm 25 150 124 3500;0,002317;1,708586478
KSB MegaNorm 25 150 124 3500;0,002318;1,70910048
KSB MegaNorm 25 150 124 3500;0,002319;1,709615209
KSB MegaNorm 25 150 124 3500;0,00232;1,710130666
KSB MegaNorm 25 150 124 3500;0,002321;1,710646853
KSB MegaNorm 25 150 124 3500;0,002322;1,711163771
KSB MegaNorm 25 150 124 3500;0,002323;1,711681419
KSB MegaNorm 25 150 124 3500;0,002324;1,712199798
KSB MegaNorm 25 150 124 3500;0,002325;1,712718911
KSB MegaNorm 25 150 124 3500;0,002326;1,713238756
KSB MegaNorm 25 150 124 3500;0,002327;1,713759335
KSB MegaNorm 25 150 124 3500;0,002328;1,714280649
KSB MegaNorm 25 150 124 3500;0,002329;1,714802698
KSB MegaNorm 25 150 124 3500;0,00233;1,715325484
KSB MegaNorm 25 150 124 3500;0,002331;1,715849006
KSB MegaNorm 25 150 124 3500;0,002332;1,716373266
KSB MegaNorm 25 150 124 3500;0,002333;1,716898265
KSB MegaNorm 25 150 124 3500;0,002334;1,717424002
KSB MegaNorm 25 150 124 3500;0,002335;1,71795048
KSB MegaNorm 25 150 124 3500;0,002336;1,718477699
KSB MegaNorm 25 150 124 3500;0,002337;1,719005659
KSB MegaNorm 25 150 124 3500;0,002338;1,719534361
KSB MegaNorm 25 150 124 3500;0,002339;1,720063806
KSB MegaNorm 25 150 124 3500;0,00234;1,720593995
KSB MegaNorm 25 150 124 3500;0,002341;1,721124929
KSB MegaNorm 25 150 124 3500;0,002342;1,721656607
KSB MegaNorm 25 150 124 3500;0,002343;1,722189032
KSB MegaNorm 25 150 124 3500;0,002344;1,722722204
KSB MegaNorm 25 150 124 3500;0,002345;1,723256123
KSB MegaNorm 25 150 124 3500;0,002346;1,72379079
KSB MegaNorm 25 150 124 3500;0,002347;1,724326207
KSB MegaNorm 25 150 124 3500;0,002348;1,724862373
KSB MegaNorm 25 150 124 3500;0,002349;1,72539929
KSB MegaNorm 25 150 124 3500;0,00235;1,725936959
KSB MegaNorm 25 150 124 3500;0,002351;1,726475379
KSB MegaNorm 25 150 124 3500;0,002352;1,727014552
KSB MegaNorm 25 150 124 3500;0,002353;1,727554479
KSB MegaNorm 25 150 124 3500;0,002354;1,72809516
KSB MegaNorm 25 150 124 3500;0,002355;1,728636596
KSB MegaNorm 25 150 124 3500;0,002356;1,729178789
KSB MegaNorm 25 150 124 3500;0,002357;1,729721737
KSB MegaNorm 25 150 124 3500;0,002358;1,730265444
KSB MegaNorm 25 150 124 3500;0,002359;1,730809908
KSB MegaNorm 25 150 124 3500;0,00236;1,731355131
KSB MegaNorm 25 150 124 3500;0,002361;1,731901114
KSB MegaNorm 25 150 124 3500;0,002362;1,732447858
KSB MegaNorm 25 150 124 3500;0,002363;1,732995362
KSB MegaNorm 25 150 124 3500;0,002364;1,733543629
KSB MegaNorm 25 150 124 3500;0,002365;1,734092658
KSB MegaNorm 25 150 124 3500;0,002366;1,73464245
KSB MegaNorm 25 150 124 3500;0,002367;1,735193007
KSB MegaNorm 25 150 124 3500;0,002368;1,735744329
KSB MegaNorm 25 150 124 3500;0,002369;1,736296417
KSB MegaNorm 25 150 124 3500;0,00237;1,736849271
KSB MegaNorm 25 150 124 3500;0,002371;1,737402892
KSB MegaNorm 25 150 124 3500;0,002372;1,737957281
KSB MegaNorm 25 150 124 3500;0,002373;1,738512439
KSB MegaNorm 25 150 124 3500;0,002374;1,739068367
KSB MegaNorm 25 150 124 3500;0,002375;1,739625065
KSB MegaNorm 25 150 124 3500;0,002376;1,740182533
KSB MegaNorm 25 150 124 3500;0,002377;1,740740774
KSB MegaNorm 25 150 124 3500;0,002378;1,741299787
KSB MegaNorm 25 150 124 3500;0,002379;1,741859574
KSB MegaNorm 25 150 124 3500;0,00238;1,742420134
KSB MegaNorm 25 150 124 3500;0,002381;1,74298147
KSB MegaNorm 25 150 124 3500;0,002382;1,74354358
KSB MegaNorm 25 150 124 3500;0,002383;1,744106468
KSB MegaNorm 25 150 124 3500;0,002384;1,744670132
KSB MegaNorm 25 150 124 3500;0,002385;1,745234574
KSB MegaNorm 25 150 124 3500;0,002386;1,745799795
KSB MegaNorm 25 150 124 3500;0,002387;1,746365795
KSB MegaNorm 25 150 124 3500;0,002388;1,746932575
KSB MegaNorm 25 150 124 3500;0,002389;1,747500137
KSB MegaNorm 25 150 124 3500;0,00239;1,748068479
KSB MegaNorm 25 150 124 3500;0,002391;1,748637604
KSB MegaNorm 25 150 124 3500;0,002392;1,749207513
KSB MegaNorm 25 150 124 3500;0,002393;1,749778205
KSB MegaNorm 25 150 124 3500;0,002394;1,750349682
KSB MegaNorm 25 150 124 3500;0,002395;1,750921944
KSB MegaNorm 25 150 124 3500;0,002396;1,751494993
KSB MegaNorm 25 150 124 3500;0,002397;1,752068828
KSB MegaNorm 25 150 124 3500;0,002398;1,752643451
KSB MegaNorm 25 150 124 3500;0,002399;1,753218863
KSB MegaNorm 25 150 124 3500;0,0024;1,753795063
KSB MegaNorm 25 150 124 3500;0,002401;1,754372054
KSB MegaNorm 25 150 124 3500;0,002402;1,754949835
KSB MegaNorm 25 150 124 3500;0,002403;1,755528408
KSB MegaNorm 25 150 124 3500;0,002404;1,756107774
KSB MegaNorm 25 150 124 3500;0,002405;1,756687932
KSB MegaNorm 25 150 124 3500;0,002406;1,757268884
KSB MegaNorm 25 150 124 3500;0,002407;1,75785063
KSB MegaNorm 25 150 124 3500;0,002408;1,758433172
KSB MegaNorm 25 150 124 3500;0,002409;1,759016509
KSB MegaNorm 25 150 124 3500;0,00241;1,759600644
KSB MegaNorm 25 150 124 3500;0,002411;1,760185576
KSB MegaNorm 25 150 124 3500;0,002412;1,760771306
KSB MegaNorm 25 150 124 3500;0,002413;1,761357835
KSB MegaNorm 25 150 124 3500;0,002414;1,761945165
KSB MegaNorm 25 150 124 3500;0,002415;1,762533294
KSB MegaNorm 25 150 124 3500;0,002416;1,763122225
KSB MegaNorm 25 150 124 3500;0,002417;1,763711958
KSB MegaNorm 25 150 124 3500;0,002418;1,764302494
KSB MegaNorm 25 150 124 3500;0,002419;1,764893834
KSB MegaNorm 25 150 124 3500;0,00242;1,765485978
KSB MegaNorm 25 150 124 3500;0,002421;1,766078927
KSB MegaNorm 25 150 124 3500;0,002422;1,766672682
KSB MegaNorm 25 150 124 3500;0,002423;1,767267243
KSB MegaNorm 25 150 124 3500;0,002424;1,767862612
KSB MegaNorm 25 150 124 3500;0,002425;1,768458789
KSB MegaNorm 25 150 124 3500;0,002426;1,769055775
KSB MegaNorm 25 150 124 3500;0,002427;1,769653571
KSB MegaNorm 25 150 124 3500;0,002428;1,770252177
KSB MegaNorm 25 150 124 3500;0,002429;1,770851594
KSB MegaNorm 25 150 124 3500;0,00243;1,771451823
KSB MegaNorm 25 150 124 3500;0,002431;1,772052865
KSB MegaNorm 25 150 124 3500;0,002432;1,772654721
KSB MegaNorm 25 150 124 3500;0,002433;1,77325739
KSB MegaNorm 25 150 124 3500;0,002434;1,773860874
KSB MegaNorm 25 150 124 3500;0,002435;1,774465175
KSB MegaNorm 25 150 124 3500;0,002436;1,775070291
KSB MegaNorm 25 150 124 3500;0,002437;1,775676225
KSB MegaNorm 25 150 124 3500;0,002438;1,776282977
KSB MegaNorm 25 150 124 3500;0,002439;1,776890547
KSB MegaNorm 25 150 124 3500;0,00244;1,777498938
KSB MegaNorm 25 150 124 3500;0,002441;1,778108148
KSB MegaNorm 25 150 124 3500;0,002442;1,778718179
KSB MegaNorm 25 150 124 3500;0,002443;1,779329032
KSB MegaNorm 25 150 124 3500;0,002444;1,779940708
KSB MegaNorm 25 150 124 3500;0,002445;1,780553207
KSB MegaNorm 25 150 124 3500;0,002446;1,78116653
KSB MegaNorm 25 150 124 3500;0,002447;1,781780678
KSB MegaNorm 25 150 124 3500;0,002448;1,782395651
KSB MegaNorm 25 150 124 3500;0,002449;1,783011451
KSB MegaNorm 25 150 124 3500;0,00245;1,783628078
KSB MegaNorm 25 150 124 3500;0,002451;1,784245532
KSB MegaNorm 25 150 124 3500;0,002452;1,784863815
KSB MegaNorm 25 150 124 3500;0,002453;1,785482928
KSB MegaNorm 25 150 124 3500;0,002454;1,786102871
KSB MegaNorm 25 150 124 3500;0,002455;1,786723644
KSB MegaNorm 25 150 124 3500;0,002456;1,787345249
KSB MegaNorm 25 150 124 3500;0,002457;1,787967687
KSB MegaNorm 25 150 124 3500;0,002458;1,788590958
KSB MegaNorm 25 150 124 3500;0,002459;1,789215062
KSB MegaNorm 25 150 124 3500;0,00246;1,789840001
KSB MegaNorm 25 150 124 3500;0,002461;1,790465776
KSB MegaNorm 25 150 124 3500;0,002462;1,791092387
KSB MegaNorm 25 150 124 3500;0,002463;1,791719834
KSB MegaNorm 25 150 124 3500;0,002464;1,79234812
KSB MegaNorm 25 150 124 3500;0,002465;1,792977244
KSB MegaNorm 25 150 124 3500;0,002466;1,793607207
KSB MegaNorm 25 150 124 3500;0,002467;1,79423801
KSB MegaNorm 25 150 124 3500;0,002468;1,794869653
KSB MegaNorm 25 150 124 3500;0,002469;1,795502138
KSB MegaNorm 25 150 124 3500;0,00247;1,796135466
KSB MegaNorm 25 150 124 3500;0,002471;1,796769636
KSB MegaNorm 25 150 124 3500;0,002472;1,79740465
KSB MegaNorm 25 150 124 3500;0,002473;1,798040509
KSB MegaNorm 25 150 124 3500;0,002474;1,798677213
KSB MegaNorm 25 150 124 3500;0,002475;1,799314763
KSB MegaNorm 25 150 124 3500;0,002476;1,799953159
KSB MegaNorm 25 150 124 3500;0,002477;1,800592403
KSB MegaNorm 25 150 124 3500;0,002478;1,801232496
KSB MegaNorm 25 150 124 3500;0,002479;1,801873437
KSB MegaNorm 25 150 124 3500;0,00248;1,802515229
KSB MegaNorm 25 150 124 3500;0,002481;1,803157871
KSB MegaNorm 25 150 124 3500;0,002482;1,803801364
KSB MegaNorm 25 150 124 3500;0,002483;1,804445709
KSB MegaNorm 25 150 124 3500;0,002484;1,805090907
KSB MegaNorm 25 150 124 3500;0,002485;1,805736959
KSB MegaNorm 25 150 124 3500;0,002486;1,806383865
KSB MegaNorm 25 150 124 3500;0,002487;1,807031626
KSB MegaNorm 25 150 124 3500;0,002488;1,807680243
KSB MegaNorm 25 150 124 3500;0,002489;1,808329716
KSB MegaNorm 25 150 124 3500;0,00249;1,808980047
KSB MegaNorm 25 150 124 3500;0,002491;1,809631236
KSB MegaNorm 25 150 124 3500;0,002492;1,810283284
KSB MegaNorm 25 150 124 3500;0,002493;1,810936192
KSB MegaNorm 25 150 124 3500;0,002494;1,81158996
KSB MegaNorm 25 150 124 3500;0,002495;1,812244589
KSB MegaNorm 25 150 124 3500;0,002496;1,81290008
KSB MegaNorm 25 150 124 3500;0,002497;1,813556434
KSB MegaNorm 25 150 124 3500;0,002498;1,814213651
KSB MegaNorm 25 150 124 3500;0,002499;1,814871733
KSB MegaNorm 25 150 124 3500;0,0025;1,815530679
KSB MegaNorm 25 150 124 3500;0,002501;1,816190491
KSB MegaNorm 25 150 124 3500;0,002502;1,81685117
KSB MegaNorm 25 150 124 3500;0,002503;1,817512715
KSB MegaNorm 25 150 124 3500;0,002504;1,818175129
KSB MegaNorm 25 150 124 3500;0,002505;1,818838412
KSB MegaNorm 25 150 124 3500;0,002506;1,819502563
KSB MegaNorm 25 150 124 3500;0,002507;1,820167586
KSB MegaNorm 25 150 124 3500;0,002508;1,820833479
KSB MegaNorm 25 150 124 3500;0,002509;1,821500244
KSB MegaNorm 25 150 124 3500;0,00251;1,822167881
KSB MegaNorm 25 150 124 3500;0,002511;1,822836392
KSB MegaNorm 25 150 124 3500;0,002512;1,823505777
KSB MegaNorm 25 150 124 3500;0,002513;1,824176037
KSB MegaNorm 25 150 124 3500;0,002514;1,824847172
KSB MegaNorm 25 150 124 3500;0,002515;1,825519183
KSB MegaNorm 25 150 124 3500;0,002516;1,826192072
KSB MegaNorm 25 150 124 3500;0,002517;1,826865838
KSB MegaNorm 25 150 124 3500;0,002518;1,827540483
KSB MegaNorm 25 150 124 3500;0,002519;1,828216007
KSB MegaNorm 25 150 124 3500;0,00252;1,828892412
KSB MegaNorm 25 150 124 3500;0,002521;1,829569697
KSB MegaNorm 25 150 124 3500;0,002522;1,830247864
KSB MegaNorm 25 150 124 3500;0,002523;1,830926913
KSB MegaNorm 25 150 124 3500;0,002524;1,831606845
KSB MegaNorm 25 150 124 3500;0,002525;1,832287662
KSB MegaNorm 25 150 124 3500;0,002526;1,832969362
KSB MegaNorm 25 150 124 3500;0,002527;1,833651949
KSB MegaNorm 25 150 124 3500;0,002528;1,834335421
KSB MegaNorm 25 150 124 3500;0,002529;1,83501978
KSB MegaNorm 25 150 124 3500;0,00253;1,835705027
KSB MegaNorm 25 150 124 3500;0,002531;1,836391163
KSB MegaNorm 25 150 124 3500;0,002532;1,837078188
KSB MegaNorm 25 150 124 3500;0,002533;1,837766102
KSB MegaNorm 25 150 124 3500;0,002534;1,838454907
KSB MegaNorm 25 150 124 3500;0,002535;1,839144604
KSB MegaNorm 25 150 124 3500;0,002536;1,839835193
KSB MegaNorm 25 150 124 3500;0,002537;1,840526675
KSB MegaNorm 25 150 124 3500;0,002538;1,841219051
KSB MegaNorm 25 150 124 3500;0,002539;1,841912321
KSB MegaNorm 25 150 124 3500;0,00254;1,842606486
KSB MegaNorm 25 150 124 3500;0,002541;1,843301547
KSB MegaNorm 25 150 124 3500;0,002542;1,843997506
KSB MegaNorm 25 150 124 3500;0,002543;1,844694361
KSB MegaNorm 25 150 124 3500;0,002544;1,845392115
KSB MegaNorm 25 150 124 3500;0,002545;1,846090768
KSB MegaNorm 25 150 124 3500;0,002546;1,846790321
KSB MegaNorm 25 150 124 3500;0,002547;1,847490774
KSB MegaNorm 25 150 124 3500;0,002548;1,848192129
KSB MegaNorm 25 150 124 3500;0,002549;1,848894386
KSB MegaNorm 25 150 124 3500;0,00255;1,849597545
KSB MegaNorm 25 150 124 3500;0,002551;1,850301608
KSB MegaNorm 25 150 124 3500;0,002552;1,851006575
KSB MegaNorm 25 150 124 3500;0,002553;1,851712448
KSB MegaNorm 25 150 124 3500;0,002554;1,852419226
KSB MegaNorm 25 150 124 3500;0,002555;1,853126911
KSB MegaNorm 25 150 124 3500;0,002556;1,853835504
KSB MegaNorm 25 150 124 3500;0,002557;1,854545004
KSB MegaNorm 25 150 124 3500;0,002558;1,855255413
KSB MegaNorm 25 150 124 3500;0,002559;1,855966732
KSB MegaNorm 25 150 124 3500;0,00256;1,856678962
KSB MegaNorm 25 150 124 3500;0,002561;1,857392102
KSB MegaNorm 25 150 124 3500;0,002562;1,858106154
KSB MegaNorm 25 150 124 3500;0,002563;1,85882112
KSB MegaNorm 25 150 124 3500;0,002564;1,859536998
KSB MegaNorm 25 150 124 3500;0,002565;1,860253791
KSB MegaNorm 25 150 124 3500;0,002566;1,860971498
KSB MegaNorm 25 150 124 3500;0,002567;1,861690122
KSB MegaNorm 25 150 124 3500;0,002568;1,862409661
KSB MegaNorm 25 150 124 3500;0,002569;1,863130118
KSB MegaNorm 25 150 124 3500;0,00257;1,863851493
KSB MegaNorm 25 150 124 3500;0,002571;1,864573787
KSB MegaNorm 25 150 124 3500;0,002572;1,865297
KSB MegaNorm 25 150 124 3500;0,002573;1,866021133
KSB MegaNorm 25 150 124 3500;0,002574;1,866746188
KSB MegaNorm 25 150 124 3500;0,002575;1,867472164
KSB MegaNorm 25 150 124 3500;0,002576;1,868199063
KSB MegaNorm 25 150 124 3500;0,002577;1,868926884
KSB MegaNorm 25 150 124 3500;0,002578;1,86965563
KSB MegaNorm 25 150 124 3500;0,002579;1,870385301
KSB MegaNorm 25 150 124 3500;0,00258;1,871115897
KSB MegaNorm 25 150 124 3500;0,002581;1,87184742
KSB MegaNorm 25 150 124 3500;0,002582;1,87257987
KSB MegaNorm 25 150 124 3500;0,002583;1,873313247
KSB MegaNorm 25 150 124 3500;0,002584;1,874047553
KSB MegaNorm 25 150 124 3500;0,002585;1,874782788
KSB MegaNorm 25 150 124 3500;0,002586;1,875518954
KSB MegaNorm 25 150 124 3500;0,002587;1,87625605
KSB MegaNorm 25 150 124 3500;0,002588;1,876994078
KSB MegaNorm 25 150 124 3500;0,002589;1,877733038
KSB MegaNorm 25 150 124 3500;0,00259;1,878472932
KSB MegaNorm 25 150 124 3500;0,002591;1,879213759
KSB MegaNorm 25 150 124 3500;0,002592;1,879955521
KSB MegaNorm 25 150 124 3500;0,002593;1,880698218
KSB MegaNorm 25 150 124 3500;0,002594;1,881441851
KSB MegaNorm 25 150 124 3500;0,002595;1,882186422
KSB MegaNorm 25 150 124 3500;0,002596;1,88293193
KSB MegaNorm 25 150 124 3500;0,002597;1,883678376
KSB MegaNorm 25 150 124 3500;0,002598;1,884425761
KSB MegaNorm 25 150 124 3500;0,002599;1,885174087
KSB MegaNorm 25 150 124 3500;0,0026;1,885923353
KSB MegaNorm 25 150 124 3500;0,002601;1,886673561
KSB MegaNorm 25 150 124 3500;0,002602;1,887424711
KSB MegaNorm 25 150 124 3500;0,002603;1,888176803
KSB MegaNorm 25 150 124 3500;0,002604;1,88892984
KSB MegaNorm 25 150 124 3500;0,002605;1,889683821
KSB MegaNorm 25 150 124 3500;0,002606;1,890438747
KSB MegaNorm 25 150 124 3500;0,002607;1,891194619
KSB MegaNorm 25 150 124 3500;0,002608;1,891951438
KSB MegaNorm 25 150 124 3500;0,002609;1,892709205
KSB MegaNorm 25 150 124 3500;0,00261;1,893467919
KSB MegaNorm 25 150 124 3500;0,002611;1,894227583
KSB MegaNorm 25 150 124 3500;0,002612;1,894988197
KSB MegaNorm 25 150 124 3500;0,002613;1,895749761
KSB MegaNorm 25 150 124 3500;0,002614;1,896512276
KSB MegaNorm 25 150 124 3500;0,002615;1,897275744
KSB MegaNorm 25 150 124 3500;0,002616;1,898040164
KSB MegaNorm 25 150 124 3500;0,002617;1,898805538
KSB MegaNorm 25 150 124 3500;0,002618;1,899571866
KSB MegaNorm 25 150 124 3500;0,002619;1,900339149
KSB MegaNorm 25 150 124 3500;0,00262;1,901107388
KSB MegaNorm 25 150 124 3500;0,002621;1,901876584
KSB MegaNorm 25 150 124 3500;0,002622;1,902646736
KSB MegaNorm 25 150 124 3500;0,002623;1,903417848
KSB MegaNorm 25 150 124 3500;0,002624;1,904189918
